name,code,province,city,type,belong,website,level,logo,longitude,latitude,status,created_at,updated_at,deleted_at
东北林业大学,10225,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
大连大学,11258,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
空军工程大学,91024,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
贵州中医药大学,10662,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
浙江科技学院,11057,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海师范大学,10270,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
陆军工程大学,91004,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
成都理工大学,10616,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海政法学院,11835,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
宜春学院,10417,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中央戏剧学院,10048,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
华南师范大学,10574,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
长春理工大学,10186,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京工业大学,10005,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
云南民族大学,10691,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
华东交通大学,10404,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳农业大学,10157,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南通大学,10304,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广东工业大学,11845,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东农业大学,10434,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
东北师范大学,10200,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
重庆医科大学,10631,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
宁夏师范学院,10753,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
福建农林大学,10389,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京航空航天大学,10287,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东艺术学院,10458,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
江苏海洋大学,11641,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
长春中医药大学,10199,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
燕山大学,10216,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京协和医学院,10023,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山西大同大学,10120,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西南民族大学,10656,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
甘肃中医药大学,10735,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
浙江工业大学,10337,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
苏州科技大学,10332,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
华南理工大学,10561,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
辽宁师范大学,10165,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京林业大学,10022,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国航天科工集团第二研究院,83221,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国政法大学,10053,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
佳木斯大学,10222,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京中医药大学,10315,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京师范大学,10319,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中华女子学院,11149,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
重庆交通大学,10618,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国传媒大学,10033,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国海洋大学,10423,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
青海民族大学,10748,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
对外经济贸易大学,10036,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安音乐学院,10728,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河北经贸大学,11832,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
国际关系学院,10042,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
江汉大学,11072,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国艺术研究院,84201,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
安阳师范学院,10479,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安科技大学,10704,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳理工大学,10144,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
内蒙古科技大学,10127,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
哈尔滨工程大学,10217,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国矿业大学,10290,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
大连海事大学,10151,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广西师范大学,10602,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳工业大学,10142,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广州中医药大学,10572,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京财经大学,10327,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
淮北师范大学,10373,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖北医药学院,10929,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
太原师范学院,10119,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
四川轻化工大学,10622,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
信息工程大学,91037,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
川北医学院,10634,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津美术学院,10073,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
青岛农业大学,10435,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳师范大学,10166,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
吉林师范大学,10203,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
华北科技学院,11104,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
大理大学,10679,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西南石油大学,10615,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东工商学院,11688,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
兰州财经大学,10741,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广东石油化工学院,11656,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国工程物理研究院,82817,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
遵义医科大学,10661,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津音乐学院,10072,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京信息科技大学,11232,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海社会科学院,87903,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国矿业大学,11413,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
青岛大学,11065,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广东财经大学,10592,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
长春工业大学,10190,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
青岛理工大学,10429,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖北中医药大学,10507,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京工商大学,10011,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳音乐学院,10177,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
石河子大学,10759,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
吉林财经大学,10207,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
海南师范大学,11658,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
滨州医学院,10440,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国社会科学院大学,14596,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
海军指挥学院,91015,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
四川音乐学院,10654,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
台州学院,10350,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
国防大学,91001,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西南医科大学,10632,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳体育学院,10176,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
安徽建筑大学,10878,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
宁夏医科大学,10752,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳航空航天大学,10143,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
黑龙江科技大学,10219,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国石油大学,10425,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
桂林医学院,10601,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
新疆农业大学,10758,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
大连医科大学,10161,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
肇庆学院,10580,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安工程大学,10709,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
常州大学,10292,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国林业科学研究院,82201,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国地震局地球物理研究所,85401,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中南林业科技大学,10538,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
首都经济贸易大学,10038,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津师范大学,10065,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广州大学,11078,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
东北电力大学,10188,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河北中医学院,14432,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安理工大学,10700,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河南农业大学,10466,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
大连工业大学,10152,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
郑州机械研究所,82708,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中共上海市委党校,89631,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
首都体育学院,10029,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安工业大学,10702,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津财经大学,10070,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中央民族大学,10052,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
重庆理工大学,11660,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
黑龙江八一农垦大学,10223,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
自然资源部第一海洋研究所,85301,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
陆军勤务学院,91014,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
长春大学,11726,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海财经大学,10272,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西京学院,12715,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广东医科大学,10571,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京农学院,10020,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京邮电大学,10013,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
重庆师范大学,10637,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东理工大学,10433,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
信阳师范学院,10477,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山西农业大学,10113,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安建筑科技大学,10703,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖南工商大学,10554,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
陆军军事交通学院,91013,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
杭州师范大学,10346,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广东省心血管病研究所,88911,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
成都中医药大学,10633,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湘潭大学,10530,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河海大学,10294,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京艺术学院,10331,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖州师范学院,10347,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国航空研究院所,82903,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
阜阳师范大学,10371,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京外国语大学,10030,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西藏民族大学,10695,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津医科大学,10062,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中央美术学院,10047,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
齐鲁工业大学,10431,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西南政法大学,10652,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安外国语大学,10724,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
鲁迅美术学院,10178,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南开大学,10055,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
蚌埠医学院,10367,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
安徽工程大学,10363,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
内蒙古工业大学,10128,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
郑州烟草研究院,86601,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东第一医科大学,10439,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河南财经政法大学,10484,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
国防科技大学,91002,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
锦州医科大学,10160,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
江苏自动化研究所,86210,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
齐齐哈尔大学,10232,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
右江民族医学院,10599,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
沈阳化工大学,10149,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河北地质大学,10077,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国科学技术信息研究所,80901,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
辽宁中医药大学,10162,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
曲阜师范大学,10446,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
青海师范大学,10746,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国刑事警察学院,10175,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
济南大学,10427,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
卫生部北京老年医学研究所,84512,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国运载火箭技术研究院,83201,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖南科技大学,10534,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京化工大学,10010,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
宁波大学,11646,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
成都体育学院,10653,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北部湾大学,11607,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
徐州医科大学,10313,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
衡阳师范学院,10546,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海应用技术大学,10259,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
江西理工大学,10407,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南京邮电大学,10293,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
闽南师范大学,10402,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
安徽农业大学,10364,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
内蒙古医科大学,10132,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西安体育学院,10727,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
航天动力技术研究院,83256,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
重庆工商大学,11799,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海戏剧学院,10279,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广西民族大学,10608,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
石家庄铁道大学,10107,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
东北农业大学,10224,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海科技大学,14423,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西藏大学,10694,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海体育学院,10277,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中共湖南省委党校,89643,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
宝鸡文理学院,10721,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京建筑大学,10016,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
安庆师范大学,10372,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山西省中医药研究院,87401,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国航空研究院六一三研究所,82908,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
黑龙江中医药大学,10228,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
云南财经大学,10689,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京印刷学院,10015,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
浙江工商大学,10353,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
天津科技大学,10057,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
山东财经大学,10456,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
赤峰学院,10138,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国空空导弹研究院,82907,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
武汉邮电科学研究院,84011,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京国家会计学院,80401,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国医科大学,10159,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
浙江音乐学院,14535,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中央音乐学院,10045,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国人民警察大学,11105,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
湖北师范大学,10513,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
西北农林科技大学,10712,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北方工业大学,10009,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国美术学院,10355,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
景德镇陶瓷大学,10408,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
牡丹江师范学院,10233,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
辽宁工业大学,10154,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国电力科学研究院,82302,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京航空材料研究院,82913,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北华航天工业学院,11629,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海电力大学,10256,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
内蒙古财经大学,10139,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中共陕西省委党校,89661,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国水利水电科学研究院,82301,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
盐城工学院,10305,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国民航大学,10059,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
陆军装甲兵学院,91006,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河北北方学院,10092,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
海南医学院,11810,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
南方科技大学,14325,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
空军指挥学院,91023,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
中国原子能科学研究院,82801,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
洛阳师范学院,10482,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
北京中医药大学,10026,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
河北建筑工程学院,10084,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
广西艺术学院,10607,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
外交学院,10040,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
长治医学院,10117,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
上海海事大学,10254,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
福建中医药大学,10393,,,,其他,,双非,,,,1,2026-04-18 00:09:21,2026-04-18 00:09:21,
